idCarpeta,Delito,Categoria,Sexo,Edad,TipoPersona,CalidadJuridica,competencia,Año_hecho,Mes_hecho,AlcaldiaHechos,ColoniaHechos,Calle_hechos,Calle_hechos2,latitud,longitud,Hora_Hechos_24,Tipo_de_delito,Años_sentencia ,Escala_clasificacion,Casos
8645112,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,Masculino,24.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Febrero,Gustavo A. Madero,GENERAL FELIPE BERRIOZABAL,JUVENTINO ROSAS,MAURICIO GOMEZ,19.5566358960565,-99.13551739992779,20,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,4,2,1
8424835,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,36.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Mayo,Álvaro Obregón,Las Aguilas (AOB-3),BAHIA,LLANURAS,19.34975,-99.22109,17,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8580637,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,Masculino,39.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Diciembre,Cuauhtémoc,ROMA NORTE,MONTERREY,AV. CHAPULTEPEC,19.42289,-99.16558,23,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,4,2,1
8349486,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,40.0,FISICA,OFENDIDO Y DENUNCIANTE,FUERO COMUN,2019,Febrero,Gustavo A. Madero,SAN JOSÉ TICOMÁN,MIGUEL BERNARD,,19.50508,-99.13431,21,ROBO DE MOTOCICLETA SIN VIOLENCIA,5,2,1
8375194,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,52.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Marzo,Iztapalapa,UNIDAD VICENTE GUERRERO,PRIMERA DE FELIPE SANCHEZ,AV. ANTONIO DIAZ SOTO Y GAMA,19.35934,-99.05717,9,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8709044,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,29.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Junio,Gustavo A. Madero,LINDAVISTA,PAYTA,OTAVALO,19.4930333411915,-99.1337214102711,15,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8821587,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA,FUERO COMUN,2020,Diciembre,Álvaro Obregón,SAN ANGEL,PEDRO LUIS OGAZÓN,AVENIDA REVOLUCION,19.350699144325894,-99.1903182898978,13,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8831268,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,43.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2021,Enero,Iztapalapa,CENTRAL DE ABASTO,EJE 6 SUR (TRABAJADORES SOCIALES),,19.3669452508945,-99.09302831025629,16,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8425815,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,60.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Mayo,Gustavo A. Madero,SAN JUAN DE ARAGÓN IV SECCIÓN,AVENIDA  608 (AV. OCEANIA),,19.45213,-99.07771,24,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8410990,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,35.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Abril,Azcapotzalco,SAN JUAN TLIHUACA,FEDERICO DAVALOS,,19.49363,-99.20177,12,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,5,2,1
8724126,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,37.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Julio,Cuauhtémoc,CENTRO,ROLDAN,MISIONEROS,19.426650493506802,-99.126879850368,1,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,5,2,1
8684254,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,Masculino,26.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Mayo,Gustavo A. Madero,ARBOLEDAS DE CUAUTEPEC EL ALTO,LAZARO CARDENAS,LAZARO CARDENAS,19.5635324614059,-99.1231287042952,1,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,4,2,1
8640434,ROBO DE MOTOCICLETA CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,,,,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Febrero,Iztapalapa,PARAJE SAN JUAN,IGNACIO CRUCES,MARCOS NEGRETE,19.3430796985593,-99.07007619970459,22,ROBO DE MOTOCICLETA CON VIOLENCIA,5,2,1
8730317,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Femenino,,FISICA,VICTIMA,FUERO COMUN,2020,Julio,Iztapalapa,SANTA BÁRBARA,TERCER  ANILLO DE CIRCUNVALACION,5 DE MAYO,19.3636251988815,-99.10467089973059,12,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8704424,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,22.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Junio,Benito Juárez,PORTALES SUR,PRESIDENTES ESQUINA CON RUMANÍA,,19.367393599869,-99.1463493096567,14,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8454626,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,28.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Junio,Álvaro Obregón,OLIVAR DEL CONDE 1A SECCIÓN,CALLE 12,,19.375020000000006,-99.20804,14,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8783883,ROBO A REPARTIDOR Y VEHICULO CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,,,MORAL,OFENDIDO,FUERO COMUN,2020,Octubre,Coyoacán,PARQUE SAN ANDRÉS,SAN ANDRES,CALZ. DE TLALPAN,19.345252601585397,-99.14482104621729,14,ROBO A REPARTIDOR Y VEHICULO CON VIOLENCIA,5,2,1
8550819,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,36.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Octubre,Venustiano Carranza,FELIPE ÁNGELES,PLATINO,,19.45371,-99.11469,12,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8845334,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,44.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2021,Enero,Álvaro Obregón,AMPLIACIÓN JALALPA,GUSTAVO DIAZ ORDAZ,,19.3769647933218,-99.23296987997401,10,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8667324,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,67.0,MORAL,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Marzo,Tlalpan,GRANJAS COAPA,"FRESALES, 164, COL. GRANJAS COAPA",,19.293707506782106,-99.10577011934092,19,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8723341,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Julio,Iztapalapa,SANTA MARTHA ACATITLA,PENITENCIARIA SANTA MARTHA ACATITLA,ERMITA,19.3550795036171,-99.01125230024608,24,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,4,2,1
8363704,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,Femenino,29.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Febrero,Benito Juárez,DEL VALLE CENTRO,RODRIGUEZ SARO,,19.365170000000006,-99.17329,21,ROBO DE VEHICULO DE PEDALES,5,2,1
8800032,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,32.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Noviembre,Álvaro Obregón,ABRAHAM M. GONZÁLEZ,ROMANOS,,19.3869657455343,-99.2026828578735,16,ROBO DE MOTOCICLETA SIN VIOLENCIA,5,2,1
8744032,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,21.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Agosto,Iztapalapa,LOMAS DE LA ESTANCIA,POTRERO,,19.3358194015881,-99.0110942916047,22,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8478208,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,,,,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Julio,Cuauhtémoc,CENTRO,FRANCISCO I MADERO,,19.43386,-99.13895,1,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,4,2,1
8772105,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,24.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Octubre,Gustavo A. Madero,ARAGÓN INGUARÁN,CONGRESO DE LA UNION,,19.471082705978397,-99.1089873582835,4,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8728151,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Julio,Gustavo A. Madero,VILLA GUSTAVO A. MADERO,AV VICENTE VILLADA,ESQUINA CERRADA DE 5 DE FEBRERO,19.4824889728742,-99.1142707702722,23,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,4,2,1
8755267,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,31.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Septiembre,Cuauhtémoc,DOCTORES,DR. BALMIS,CUAUHTEMOC,19.415087392622002,-99.15443496567819,16,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8555130,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,47.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Octubre,Miguel Hidalgo,16 DE SEPTIEMBRE,PONIENTE 75,,19.40253,-99.20597,15,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8524773,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Agosto,Cuauhtémoc,TABACALERA,"CALLE PARIS, ESQUINA REFORMA",,19.43226,-99.15688,15,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,4,2,1
8732179,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,DELITO DE BAJO IMPACTO,Masculino,45.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Agosto,Álvaro Obregón,ALFONSO XIII,JACOBO RUIZ DAEL,,19.375231762610603,-99.19788390054173,10,ABUSO DE AUTORIDAD Y USO ILEGAL DE LA FUERZA PUBLICA,4,2,1
8682056,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,,MORAL,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Abril,Miguel Hidalgo,SAN MIGUEL CHAPULTEPEC,AVENIDA CHAPULTEPEC,,19.418280081578697,-99.1796509802731,11,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8671810,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,41.0,FISICA,VICTIMA,FUERO COMUN,2020,Abril,Azcapotzalco,AGUILERA,AVENIDA CUITLÁHUAC,,19.4734301735082,-99.15602698088207,10,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8785315,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,65.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Octubre,Miguel Hidalgo,ARGENTINA ANTIGUA,CLAZADA MEXICO TACUBA,,19.457505982205397,-99.2033604972971,15,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8355253,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA,FUERO COMUN,2019,Febrero,Cuauhtémoc,EX-HIPÓDROMO DE PERALVILLO,ENRIQUE GRANADOS,,19.45649,-99.13523,3,ROBO DE MOTOCICLETA SIN VIOLENCIA,5,2,1
8338217,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,22.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Enero,Álvaro Obregón,TLAPECHICO,CILANTRO,,19.37674,-99.2448,10,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8526541,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,29.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Septiembre,Iztapalapa,UNIDAD VICENTE GUERRERO,SABADINO JAIME,,19.36102,-99.06115,17,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,5,2,1
8353766,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,44.0,FISICA,OFENDIDO Y DENUNCIANTE,FUERO COMUN,2019,Febrero,Venustiano Carranza,FEDERAL,SUPREMA CORTE DE JUSTICIA,HACIENDA,19.41826,-99.08793,15,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8654212,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,33.0,MORAL,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Marzo,Álvaro Obregón,ARTURO MARTÍNEZ,CAMINO A SANTA F,AMINO A SANTA FE,19.3871482991472,-99.2168271003105,17,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8519679,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,56.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Septiembre,Tlalpan,FLORESTA COYOACÁN,PASTEJE,AMAZCAL,19.30535,-99.13153,15,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,5,2,1
8745886,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,48.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Agosto,Álvaro Obregón,FLORIDA,MARGARITAS,ESQUINA VITO ALESSIO  ROBLES,19.3525656560402,-99.1800944796386,8,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8571293,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Noviembre,Álvaro Obregón,BARRIO NORTE,MINAS PLATINO,,19.37923,-99.20796,13,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8540703,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,29.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Octubre,Iztacalco,EX-EJIDO DE LA MAGDALENA MIXIUHCA,HORTALIZA,CALLEJON HORTALIZA,19.39186,-99.08891,20,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8443868,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,45.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Junio,Iztapalapa,JACARANDAS,AVENIDA ERMITA IZTAPALAPA,MANUEL ACUÑA,19.34215,-99.05394,22,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,5,2,1
8793284,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,24.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Noviembre,Iztapalapa,LA PLANTA,MARGARITAS,JOSE LUGO GUERRERO,19.295511493686398,-99.0646051673145,24,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8428139,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,48.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Mayo,Cuauhtémoc,ROMA NORTE,SINALOA,ENTRE: VALLADOLID Y MEDELLIN,19.4207,-99.16755,18,ROBO DE MOTOCICLETA SIN VIOLENCIA,5,2,1
8676787,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,23.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Abril,Iztacalco,GRANJAS MÉXICO,AÑIL 611. COL. GRANJAS MEXIC,,19.4019332029402,-99.09469480023823,15,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8461576,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Femenino,24.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Junio,Tlalpan,ISIDRO FABELA,PERIFERICO,,19.30233,-99.1719,18,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8732222,ROBO DE MOTOCICLETA CON VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,54.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2020,Agosto,Iztapalapa,JUAN ESCUTIA,JUAN  MANUEL TORREA,FELIPE DE LA  GARZA,19.3905595990185,-99.03938230005659,20,ROBO DE MOTOCICLETA CON VIOLENCIA,5,2,1
8833254,ROBO DE MOTOCICLETA SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA,FUERO COMUN,2021,Enero,Álvaro Obregón,PONCIANO ARRIAGA,AVENIDA CENTENARIO,GABRIEL CARMONA,19.3598200298857,-99.2291783998483,3,ROBO DE MOTOCICLETA SIN VIOLENCIA,5,2,1
8669922,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,,,MORAL,OFENDIDO,FUERO COMUN,2020,Marzo,Azcapotzalco,SAN RAFAEL,ARAGON,,19.4867408112821,-99.1888126824855,21,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8538409,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Femenino,,FISICA,VICTIMA,FUERO COMUN,2019,Octubre,Benito Juárez,EXTREMADURA INSURGENTES,LUIS CARRACCI,VIZCAYA,19.37544,-99.17988,18,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8830563,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,Femenino,60.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2021,Enero,Iztapalapa,AÑO DE JUÁREZ,AV. TLAHUAC,ANILLO PERIFERICO (CANAL DE GARAY),19.3183935060663,-99.0752846003924,14,ROBO DE VEHICULO DE PEDALES,5,2,1
8425198,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,DELITO DE BAJO IMPACTO,Masculino,56.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Mayo,Álvaro Obregón,OLIVAR DEL CONDE 2A SECCIÓN,CALLE 28,NORTE,19.37283,-99.21903,22,ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA,5,2,1
8493346,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,36.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Agosto,Benito Juárez,NAPOLES,LOUISIANA 26,,19.39248,-99.17443,13,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8400989,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,Masculino,,FISICA,VICTIMA,FUERO COMUN,2019,Abril,Gustavo A. Madero,MAGDALENA DE LAS SALINAS,PROL. RIO BAMBA,AV. FORTUNA,19.48336,-99.13107,19,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,5,2,1
8425229,HOMICIDIO POR GOLPES,HOMICIDIO DOLOSO,Femenino,22.0,FISICA,CADAVER,FUERO COMUN,2019,Mayo,Iztacalco,AGRÍCOLA ORIENTAL,ORIENTE 225,0,19.39928,-99.08132,8,HOMICIDIO POR GOLPES,8,3,1
8800489,TRATA DE PERSONAS,DELITO DE BAJO IMPACTO,Masculino,38.0,FISICA,VICTIMA,FUERO COMUN,2020,Noviembre,Gustavo A. Madero,MAGDALENA DE LAS SALINAS,EJE CENTRAL LAZARO CARDENAS,,19.4791900117223,-99.1402984993965,16,TRATA DE PERSONAS,11,3,1
8530861,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO DOLOSO,Masculino,73.0,FISICA,LESIONADO,FUERO COMUN,2019,Septiembre,Álvaro Obregón,GARCIMARRERO,TAMAULIPAS,SAUCES,19.36746,-99.23715,14,HOMICIDIO POR ARMA DE FUEGO,8,3,1
8697663,FEMINICIDIO,HOMICIDIO DOLOSO,Femenino,41.0,FISICA,CADAVER,FUERO COMUN,2020,Junio,Gustavo A. Madero,SAN JUAN DE ARAGÓN I SECCIÓN,AVENIDA 513,,19.4590856816311,-99.093594364099,9,FEMINICIDIO,28,4,1
8702433,FEMINICIDIO,HOMICIDIO DOLOSO,Femenino,,FISICA,CADAVER,FUERO COMUN,2020,Junio,Iztapalapa,LOS REYES CULHUACÁN,CERRADA DE ARNESES,,19.3422769096034,-99.11248190991621,14,FEMINICIDIO,28,4,1
8528468,FEMINICIDIO POR DISPARO DE ARMA DE FUEGO,HOMICIDIO DOLOSO,Masculino,30.0,FISICA,LESIONADO,FUERO COMUN,2019,Septiembre,Iztapalapa,ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN,MIGUEL HIDALGO,ABRAHAM GONZALEZ,19.3601,-99.0361,19,FEMINICIDIO POR DISPARO DE ARMA DE FUEGO,28,4,1
8616477,PLAGIO O SECUESTRO,SECUESTRO,Masculino,22.0,FISICA,VICTIMA,FUERO COMUN,2020,Enero,Tlalpan,HÉROES DE PADIERNA,TEKAX,,19.283005407599106,-99.2260811379529,8,PLAGIO O SECUESTRO,55,5,1
8347418,PLAGIO O SECUESTRO,SECUESTRO,Masculino,24.0,FISICA,VICTIMA Y DENUNCIANTE,FUERO COMUN,2019,Enero,Cuauhtémoc,CENTRO,BOLIVAR,NEZAHUALCOYOTL,19.42552,-99.13956,16,PLAGIO O SECUESTRO,55,5,1
